"State","year","mean_no2","mean_o3","mean_so2","mean_co"
"Hawaii",2012,2.89049106553756,0.0242516605301915,0.871505975699558,0.384630142488954
"Hawaii",2013,3.11669444379845,0.0282229399224806,1.27940297965116,0.416385440891473
"Hawaii",2014,3.44930332843137,0.0239715490196078,0.986197057189543,0.337676552696078
"Hawaii",2015,3.56498305571635,0.0237629739507959,1.05505913603473,0.389986841534009
"Idaho",2009,6.33744562162162,0.0341562162162162,0.221076614864865,0.141606412162162
"Idaho",2010,9.39700466944444,0.0264464472222222,0.323219595833333,0.17964315625
"Idaho",2011,9.92565026086957,0.0129986086956522,0.715267086956522,0.272311456521739
"Illinois",2000,26.4374574772727,0.0171048607954545,6.06426940980114,0.702893404829545
"Illinois",2001,22.3568017895741,0.020865881754609,5.47987490527654,0.591789522568341
"Illinois",2002,19.8539306022502,0.0217775916611516,4.17852250727995,0.590666702183984
"Illinois",2003,20.684056693913,0.0209228539130435,5.02772280521739,0.512715054782609
"Illinois",2004,18.8142191235195,0.0206360642978003,4.12500690693739,0.577740678510998
"Illinois",2005,17.8990803286219,0.0245362614840989,4.82919829770318,0.456602969964664
"Illinois",2006,17.3915947902351,0.0211435967450271,2.71227801898734,0.37133595840868
"Illinois",2007,14.5016932620561,0.0234366661682243,1.66302713738318,0.326550555514019
"Illinois",2008,14.0859352693247,0.0216697908868999,1.58335015744508,0.27545003458096
"Illinois",2009,13.417118030384,0.0206284006677796,1.4401344524207,0.265658065609349
"Illinois",2010,13.0353902097803,0.0263122104890149,2.10813084301914,0.347147206945429
"Illinois",2011,12.1105941671964,0.0248667253655435,2.48547539192626,0.340223106802289
"Illinois",2012,11.9540343878788,0.0276848727272727,1.11327482272727,0.294958016666667
"Illinois",2013,10.983771384127,0.0238032814814815,0.878828934920635,0.292046013756614
"Illinois",2014,10.547532697026,0.0240256970260223,0.982891645910781,0.300024360594796
"Illinois",2015,8.38040425822785,0.025771535021097,1.18427421012658,0.302542705907173
"Illinois",2016,10.3744316424581,0.0250143296089385,0.941691270949721,0.309316737430168
"Indiana",2000,15.2875803712575,0.0297817185628743,7.35080084131737,0.872974359281437
"Indiana",2001,14.9478435449438,0.0321527303370787,3.31377902808989,0.382713165730337
"Indiana",2002,16.3927037109375,0.0355057265625,3.51197176953125,0.4441462890625
"Indiana",2003,14.5227786460674,0.0298970337078652,3.39117628370787,0.442218219101124
"Indiana",2004,13.7805553426573,0.0303804055944056,4.72599933216783,0.564828926573427
"Indiana",2005,13.2306300271739,0.0328065163043478,4.76660110869565,0.422176217391304
"Indiana",2006,13.922752137931,0.0241995632183908,9.93353229022988,0.65632067816092
"Indiana",2007,10.9944285184136,0.0318566430594901,3.39918367847025,0.448704521246459
"Indiana",2008,9.28878068478261,0.0287495163043478,2.46520642934783,0.419633222826087
"Indiana",2009,10.1356237909605,0.0259300564971751,1.54316012146893,0.233749550847458
"Indiana",2010,9.39229546938775,0.0294499523809524,2.98598528911565,0.164237272108844
"Indiana",2011,9.90635607065217,0.0337705597826087,1.36113197826087,0.0563294538043478
"Indiana",2012,9.84046254248366,0.0357625098039216,0.844806147058824,0.400798941176471
"Indiana",2013,10.3595456980352,0.0285003815925543,2.17572605480869,0.268147459152017
"Indiana",2014,11.333617678481,0.0270347012658228,2.47983513164557,0.231246121518987
"Indiana",2015,13.494140243609,0.0262114917293233,1.26298522932331,0.248851667669173
"Indiana",2016,13.8574780824742,0.0265423195876289,0.392973412371134,0.244739345360825
"Iowa",2006,8.230118,0.0163248064516129,0.461498919354839,0.207203903225806
"Iowa",2007,7.35855768030691,0.0289389309462916,0.553287979539642,0.254286093350384
"Iowa",2008,7.45872587361963,0.0272695251533742,0.437009265030675,0.255654657668712
"Iowa",2009,6.9967480802005,0.0261585714285714,0.324782749373434,0.240868612781955
"Iowa",2010,7.49758268141593,0.0287088533501896,0.38630941403287,0.250279209860936
"Iowa",2011,7.35924998667935,0.0280321322549952,0.496738845861085,0.206704810656518
"Iowa",2012,7.57747048471223,0.029349535971223,0.422324200989209,0.215389549460432
"Iowa",2013,6.7666955050505,0.0283346069788797,0.399249556932966,0.201395912764004
"Iowa",2014,6.34877053645833,0.0266408159722222,0.416381745659722,0.203266580729167
"Iowa",2015,6.06791047395833,0.0274439175347222,0.401158889756944,0.208163258680556
"Iowa",2016,5.99489478021978,0.0306090824175824,0.19128403021978,0.209664173076923
"Kansas",2000,9.70385244308943,0.0297255772357724,0.942815025745257,0.754412200542005
"Kansas",2001,10.5949091581769,0.0279779825737265,0.993130204423592,0.334624904825737
"Kansas",2002,8.77606315970056,0.0273157598253275,1.5628587797879,0.392605149095446
"Kansas",2003,9.62307033990148,0.0277599852216749,1.79581686863711,0.315825250410509
"Kansas",2004,9.5400768423493,0.0243305502318393,2.09527142890263,0.381378491499227
"Kansas",2005,10.9495904853621,0.0261712157164869,2.21110531818182,0.383880126348228
"Kansas",2006,11.1781054951076,0.0276267906066536,3.29135662524462,0.375922415851272
"Kansas",2007,13.3936032794521,0.0232315369863014,4.19640236986301,0.422213620547945
"Kansas",2008,16.8078922103746,0.0220855158501441,4.04381809798271,0.402355070605187
"Kansas",2009,12.2716397953216,0.0234963391812865,4.65207902631579,0.296209340643275
"Kansas",2010,13.0666753128655,0.0215983859649123,5.18930890789474,0.417026507309942
"Kansas",2011,13.10077026,0.0219844285714286,3.61894933571429,0.451442347142857
"Kansas",2012,12.0659567400881,0.028823919236417,2.80852907929515,0.510675077092511
"Kansas",2013,11.8597126655844,0.0252061168831169,2.04339245454545,0.43578813474026
"Kansas",2014,11.0309245965909,0.0251800397727273,1.75832786505682,0.264855169034091
"Kansas",2015,11.0361504723468,0.0253569058295964,1.54213160538117,0.286099801943199
"Kansas",2016,11.5852193657143,0.0228548571428571,1.08458956571429,0.252643302857143
"Kentucky",2000,12.6722546889865,0.0288958884010245,4.78063295847055,0.177907491035492
"Kentucky",2001,12.5575994520944,0.0302282989889263,4.0642259251324,0.13081539046702
"Kentucky",2002,11.0746940292599,0.0320208089500861,2.92004753442341,0.129792089500861
"Kentucky",2003,10.8436403846154,0.032971528340081,3.53306720647773,0.104202463562753
"Kentucky",2013,14.1082012439024,0.0153240609756098,1.49730329878049,0.351763481707317
"Kentucky",2014,11.4380021498471,0.0204815688073395,1.45753148165138,0.261308975535168
"Kentucky",2015,7.88483615803109,0.0236617124352332,0.551160248704663,0.270794844559585
"Louisiana",2000,17.3460742431694,0.0237559508196721,3.65871243032787,0.756646195355191
"Louisiana",2001,17.3592387722222,0.0229777222222222,3.69179673888889,0.825789090277778
"Louisiana",2002,18.0075229129173,0.0210377242380261,2.61275907256894,0.715797519593614
"Louisiana",2003,15.5625022527778,0.0209689777777778,3.36232855555556,0.661954154166667
"Louisiana",2004,15.8162260164384,0.0222319917808219,3.45987645205479,0.561826015068493
"Louisiana",2005,14.3996295340426,0.0253903787234043,3.76696081808511,0.470698874468085
"Louisiana",2006,14.9917522071611,0.0229603938618926,3.43775724168798,0.371684916879795
"Louisiana",2007,15.1991169183099,0.0223929323943662,2.57456151408451,0.381694292957746
"Louisiana",2008,13.101188951049,0.0216947622377622,2.39554234405594,0.283272268531469
"Louisiana",2009,12.8751434736842,0.0224249529085873,1.91346342797784,0.221387469529086
"Louisiana",2010,12.6985428300283,0.0252916033994334,1.35962493484419,0.247254865439093
"Louisiana",2011,11.6657067107438,0.0252339421487603,1.24741983471074,0.221497504132231
"Louisiana",2012,11.400542943662,0.0249791154929577,0.824401104225352,0.218682654929577
"Louisiana",2013,9.64470509444445,0.0236538111111111,0.635253729166667,0.2040162875
"Louisiana",2014,10.4808692114804,0.0233341570996979,1.24502633383686,0.266718935045317
"Louisiana",2015,9.38591043724138,0.0235508082758621,1.07052886206897,0.220869402758621
"Louisiana",2016,12.9114016315789,0.0268464912280702,1.11325646052632,0.23293776754386
"Maine",2006,2.33691017241379,0.0262786965517241,0.823539944827586,0.178903186206897
"Maine",2007,2.80011022739726,0.026452495890411,0.779063156164384,0.172227691780822
"Maine",2008,5.85929330645161,0.0238583727598566,1.21279950537634,0.164701655913979
"Maine",2009,6.67675189675961,0.0230403134890731,1.82354757573474,0.206413097965335
"Maine",2010,6.16171045457972,0.0262017621560498,0.940155296645307,0.252701114210328
"Maine",2011,5.5927935184412,0.024528900487126,0.814470364648573,0.232718999304106
"Maine",2012,6.06386137534819,0.024589704735376,0.757723939763231,0.285640764972145
"Maine",2013,3.91377204873096,0.0271249329949239,0.838343372588833,0.222125041624365
"Maine",2014,3.58353171197411,0.0249841262135922,0.529318166666667,0.213484686893204
"Maine",2015,5.02735365014793,0.0244215147928994,0.855354217455621,0.246401281804734
"Maine",2016,6.55690906993007,0.0281967342657343,0.332637793706294,0.299663143356643
"Maryland",2006,11.530203601227,0.0331590061349693,3.94666083742331,0.35862373006135
"Maryland",2007,12.6861908710407,0.0246852141779789,3.19876644193062,0.37702556372549
"Maryland",2008,12.6136359945534,0.0236154030501089,2.80563604684096,0.382914806100218
"Maryland",2009,11.5374415297806,0.0245955454545455,2.50255501724138,0.464286873040752
"Maryland",2010,13.0669599288824,0.0283699187227866,2.15299117997097,0.39147079245283
"Maryland",2011,12.9488961501597,0.0262961150159744,1.98099302555911,0.300602423322684
"Maryland",2012,10.1830346090116,0.0256139215116279,1.13037516715116,0.242672649709302
"Maryland",2013,9.74278420160701,0.0254495091307524,0.95680234696859,0.224103646457268
"Maryland",2014,6.94879260694514,0.0280350342224459,1.06505725465526,0.196498744338198
"Maryland",2015,7.4259153346815,0.0280493968655207,0.892048270222447,0.214647792214358
"Maryland",2016,9.20068573880597,0.027408578358209,0.727185097014925,0.248324746268657
"Massachusetts",2001,24.0484337615385,0.0191942307692308,5.90204849038462,0.297726257692308
"Massachusetts",2002,22.5473301678756,0.0222723699481865,4.55752523056995,0.396308289119171
"Massachusetts",2003,22.496309909589,0.0192123150684931,6.00403299589041,0.618627801369863
"Massachusetts",2004,16.8207040063492,0.0208582507936508,3.6369528968254,0.195828977777778
"Massachusetts",2005,18.6490796131805,0.020080340974212,1.9711940243553,0.271649398280802
"Massachusetts",2006,18.6769004361111,0.0176302416666667,2.40800493888889,0.456325038888889
"Massachusetts",2007,19.6971824198895,0.0185173314917127,3.16670440745856,0.36190705801105
"Massachusetts",2008,19.6786903589041,0.0205133616438356,2.33086948356164,0.173259021917808
"Massachusetts",2009,18.0483847091413,0.0211274155124654,2.12678294182825,0.286534846260388
"Massachusetts",2010,17.0527500124481,0.0222017952973721,1.58087202351314,0.280419733056708
"Massachusetts",2011,18.5299443351648,0.020850771978022,1.24891720879121,0.288049269230769
"Massachusetts",2012,15.8050845355649,0.0207158577405858,1.10126164923292,0.277383131101813
"Massachusetts",2013,17.4774906633663,0.0215893649222065,1.07113042857143,0.273270939886846
"Massachusetts",2014,15.5712308012422,0.0213839658385093,1.02770572981366,0.276402298136646
"Massachusetts",2015,14.398738250774,0.0224858637770898,0.71642386996904,0.273745886996904
"Massachusetts",2016,15.8292733956044,0.0235633846153846,0.676858664835165,0.272120884615385
"Michigan",2000,22.6400608879552,0.0233501820728291,5.41525120588235,0.27700124929972
"Michigan",2001,22.7798747482993,0.0280675238095238,5.39270774829932,0.396530275510204
"Michigan",2002,18.1710844362606,0.028539566572238,3.40067067988669,0.366507628895184
"Michigan",2003,17.560764142029,0.0272139333333333,2.99297967101449,0.398453024637681
"Michigan",2004,14.568412212828,0.0259097871720117,2.3863983877551,0.354139806122449
"Michigan",2005,15.6708145858896,0.0297310981595092,2.69190495705521,0.324360588957055
"Michigan",2006,12.5251782755682,0.0271734204545455,1.90676764346591,0.314751627840909
"Michigan",2007,8.125,0.021,2.3229165,0.229167
"Minnesota",2011,7.52111134843206,0.0275511585365854,0.892280796167247,0.214675120209059
"Minnesota",2012,6.40937017741935,0.035083,0.392227641129032,0.151200258064516
"Minnesota",2014,6.23165954040404,0.0252473560606061,0.415209287878788,0.251820690656566
"Minnesota",2015,6.64545623722628,0.026115101459854,0.704658645255475,0.283031808029197
"Missouri",2000,16.8727499110596,0.0277608035576179,4.1454618870843,0.522040481051817
"Missouri",2001,17.2438579659864,0.0294684739229025,4.29348982029478,0.494762989795918
"Missouri",2002,17.3851271995305,0.0287315892018779,4.10303172065728,0.584109542253521
"Missouri",2003,16.5294592074592,0.0288086037296037,3.60323170979021,0.5672352004662
"Missouri",2004,13.8707736325581,0.0255852744186047,3.41899688023256,0.550480236046512
"Missouri",2005,12.6151517878788,0.0326090442890443,3.17901882750583,0.483122164335664
"Missouri",2006,13.1498543239437,0.0287029671361502,3.29803403286385,0.416249558685446
"Missouri",2007,12.8261067061611,0.0315637772511848,3.43605985308057,0.414682118483412
"Missouri",2008,12.1087173395349,0.0284299488372093,2.80676722093023,0.3595529
"Missouri",2013,12.038474755102,0.024133250728863,2.48820978425656,0.258564193877551
"Missouri",2014,11.834839902507,0.0250860027855153,2.13093819498607,0.254712008356546
"Missouri",2015,13.1099786978417,0.0206834604316547,1.39243753417266,0.269525902877698
"Missouri",2016,12.4858465306122,0.0230457142857143,1.11537637755102,0.323151908163265
"Nevada",2001,5.87626313043478,0.0308382173913043,0.287526429347826,0.0675164945652174
"Nevada",2002,2.99505113505747,0.0412166925287356,0.0618698074712644,0.0448901379310345
